2024-07-26T16:15:46.585+0800	ERROR	myselfgo/main.go:103	msg=Getting server time failed||err=||ApiKey=RztNX12tH5UrgI7zVWG1m20BuPJ16YRAVhHvCl6SMfHeaLssNm6dWb48WJHWOvu5||timestamp=%!d(string=Get "https://fapi.binance.com/fapi/v1/time": EOF)
2024-07-26T16:49:37.877+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:49:43.001+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:49:48.325+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:49:53.425+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:49:58.555+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:03.660+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:08.773+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:13.882+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:19.008+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:25.123+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:30.241+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:35.356+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:40.510+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:45.624+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:50.738+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:50:55.852+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:00.972+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:06.075+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:11.194+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:16.305+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:21.422+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:26.531+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:31.650+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:36.759+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:41.862+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:46.974+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:52.092+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:51:58.481+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:04.603+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:09.721+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:14.820+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:19.930+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:25.039+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:30.158+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:35.270+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:40.619+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:45.731+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:50.862+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:52:55.958+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:01.066+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:06.182+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:11.302+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:16.456+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:21.568+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:26.684+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:31.796+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:37.147+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:42.246+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:47.611+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:52.720+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:53:57.835+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:02.943+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:08.289+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:14.408+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:19.525+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:24.638+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:29.757+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:35.127+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:40.225+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:45.337+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:50.708+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:54:56.824+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:01.924+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:07.058+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:12.178+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:17.283+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:22.374+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:27.476+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:32.584+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:37.683+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:42.786+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:47.886+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:52.995+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:55:58.358+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:03.470+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:08.582+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:13.692+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:18.817+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:23.926+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:29.033+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:34.158+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:39.294+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:44.395+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:49.531+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:56:54.698+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:00.811+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:05.908+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:11.023+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:16.129+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:21.226+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:26.333+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:31.441+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:31.934+0800	ERROR	wsclient/user_data.go:214	logid=1721983921108397,msg=止盈后更新止损单数成功。symbol=IDUSDT
2024-07-26T16:57:36.544+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:41.649+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:46.749+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:51.860+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:57:56.964+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:02.076+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:07.174+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:12.296+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:17.393+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:22.549+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:27.670+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T16:58:32.832+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:38:41.659+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:38:46.778+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:38:48.758+0800	ERROR	wsclient/ws.go:78	msg=WsCombinedBookTickerServe get fail||symbol=PENDLEUSDT||err=EOF
2024-07-26T17:38:51.879+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:38:56.982+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:02.087+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:07.190+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:12.311+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:17.422+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:22.527+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:27.627+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:32.746+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:37.847+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:42.968+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:48.077+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:53.189+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:39:58.300+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:03.413+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:08.523+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:13.665+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:18.779+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:23.898+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:29.001+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:34.129+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:41.269+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:46.375+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:51.481+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:40:56.639+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:01.755+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:06.866+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:11.971+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:17.085+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:22.193+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:28.302+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:33.437+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:38.533+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:43.652+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:48.760+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:53.879+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:41:58.986+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:04.085+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:09.190+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:14.297+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:19.404+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:24.509+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:29.627+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:34.738+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:39.860+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:44.971+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:52.105+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:42:57.216+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:02.321+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:07.421+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:12.544+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:17.659+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:22.778+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:27.879+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:32.982+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:38.087+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:43.400+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:49.509+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:43:54.617+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:00.752+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:05.859+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:11.020+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:16.118+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:21.236+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:26.365+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:31.478+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:36.604+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:41.712+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:46.810+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:51.918+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:44:57.035+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:02.145+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:07.247+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:12.370+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:17.472+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:22.578+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:27.675+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:32.780+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:37.891+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:43.003+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:48.101+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:53.205+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:45:58.312+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:03.658+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:08.765+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:13.882+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:18.980+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:24.117+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:29.222+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:34.345+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:39.492+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:44.605+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:49.713+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
2024-07-26T17:46:54.814+0800	ERROR	wsclient/ws.go:210	msg=startWsKlineDataStream fail||err=EOF
